sorgente,anno,regione,nome,sesso,palla,livello,cromatico,gigantamax,contrassegni,allenatore,allenatori,identificativo,abilita,natura_e_incontro,mosse,fiocchi,descrizione,metodo,luogo,inizio,fine,giochi
/events/dex/319.shtml,2015,America,Sharpedo,entrambi,cherishball,50,no,no,11039,WORLD15,1,08215,Speed Boost,Adamant Nature. Date of Receiving Worlds 2015. Apparently had a fateful encounter at Lv. 50,Aqua Jet / Crunch / Ice Fang / Destiny Bond,Event Ribbon,Pokémon World Championships 2015,In-Life,North America,21 August 2015,23 August 2015,"OmegaRuby, AlphaSapphire"
/events/dex/321.shtml,2003,America,Wailord,entrambi,pokeball,100,no,no,,PCNYa / PCNYb / PCNYc / PCNYd,4,00001-01000,Water Veil or Oblivious,Any Nature. Date of Receiving Event. Met at Lv. 100,Rest / Water Spout / Amnesia / Hydro Pump,,Pkmn Centre NY - Halloween,In-Life,USA,25 October 2003,31 October 2003,"Ruby, Sapphire"
/events/dex/321.shtml,2003,America,Wailord,entrambi,pokeball,50,no,no,,PCNYa / PCNYb / PCNYc / PCNYd,4,00001-01000,Water Veil or Oblivious,Any Nature. Date of Receiving Event. Met at Lv. 50,Water Pulse / Mist / Rest / Water Spout,,Pkmn Centre NY - Halloween,In-Life,USA,25 October 2003,31 October 2003,"Ruby, Sapphire"
/events/dex/322.shtml,2016,Japan,ドンメル,entrambi,pokeball,1,no,no,11039,Yours,1,Yours,Simple,Any Nature. Egg Received Date of Receiving Pokémon Center. Hatched at Location,Growl / Tackle / Iron Head,Classic Ribbon,Pokémon Center Hiroshima - Repeat Event,In-Life,Japan,1 April 2016,30 April 2016,"OmegaRuby, AlphaSapphire"
/events/dex/322.shtml,2015,Japan,ドンメル,entrambi,pokeball,1,no,no,11039,Yours,1,Yours,Simple,Any Nature. Egg Received Date of Receiving Pokémon Center. Hatched at Location,Growl / Tackle / Iron Head,Classic Ribbon,Pokémon Center Mega Evolution Distribution,In-Life,Japan,17 January 2015,1 March 2015,"OmegaRuby, AlphaSapphire"
/events/dex/323.shtml,2016,Japan,バクーダ,maschio,cherishball,43,no,no,11039,マツブサ,1,11214,Magma Armor,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 43,Curse / Take Down / Rock Slide / Yawn,Classic Ribbon,Pokémon Center - Boss Pokémon Distribution - Maxie's Camerupt,In-Life,Japan,1 October 2016,11 November 2016,"OmegaRuby, AlphaSapphire"
/events/dex/324.shtml,2021,Japan,コータス,maschio,cherishball,50,no,no,galar,クララ,1,210718,Drought,Nature. Date of Receiving a Battle Competition. Apparently had a fateful encounter at Lv. 50,Burning Jealousy / Body Press / Yawn / Protect,Battle Champion Ribbon,Pok�mon Japan Championships 2021 Gift - PJCS2020CHAMP,Serial Code,Japan,18 July 2021,19 July 2021,"Sword, Shield"
/events/dex/325.shtml,2005,Japan,バネブー,entrambi,pokeball,5,no,no,,Yours,1,Yours,Own Tempo,Any Nature. Egg Received Date of Receiving PokéPark. Hatched at Location,Splash / Uproar,,PokéPark,In-Life,Japan,18 March 2005,8 May 2005,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/327.shtml,2005,Japan,パッチール,entrambi,pokeball,5,no,no,,Yours,1,Yours,Own Tempo or Tangled Feet,Any Nature. Egg Received Date of Receiving PokéPark. Hatched at Location,Tackle / Uproar / Sing,,PokéPark,In-Life,Japan,18 March 2005,8 May 2005,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/328.shtml,2012,Japan,ナックラー,entrambi,pokeball,1,si,no,9733,Yours,1,Yours,Hyper Cutter or Arena Trap,Any Nature. Egg Received Date of Receiving Pokemon Center. Hatched at Location,Bite,,Pokémon Center - Year of the Dragon,In-Life,Japan,6 January 2012,5 February 2012,"Black, White"
/events/dex/330.shtml,2008,Japan,フライゴン,maschio,cherishball,50,no,no,,ばば,1,07018,Levitate,Na�ve Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 50,Draco Meteor / U-turn / Earthquake / Dragon Claw,,Pokémon Ranch - Daisuki Club,Wi-Fi,Japan,1 July 2008,14 July 2008,"Diamond, Pearl, Platinum"
/events/dex/330.shtml,2004,America,Flygon,entrambi,pokeball,45,no,no,,PCNYc / PCNYd,2,000001-01000,Levitate,Any Nature. Date of Receiving Event. Met at Lv. 45,Sand Tomb / Crunch / Dragon Breath / Screech,,Pkmn Centre NY,In-Life,USA,10 July 2004,10 July 2004,"Ruby, Sapphire"
/events/dex/330.shtml,2003,America,Flygon,entrambi,pokeball,45,no,no,,PCNYa / PCNYb / PCNYc / PCNYd,4,00001-01000,Levitate,Any Nature. Date of Receiving Event. Met at Lv. 45,Sand Tomb / Crunch / Dragon Breath / Screech,,Pkmn Centre NY - Dragon Week,In-Life,USA,29 September 2003,3 October 2003,"Ruby, Sapphire"
/events/dex/330.shtml,2003,America,Flygon,entrambi,pokeball,45,no,no,,PCNYa / PCNYb / PCNYc / PCNYd,4,00001-01000,Levitate,Any Nature. Date of Receiving Event. Met at Lv. 45,Sand Tomb / Crunch / Dragon Breath / Screech,,Pkmn Centre NY - Dragon Week,In-Life,USA,29 September 2003,3 October 2003,"Ruby, Sapphire"
/events/dex/331.shtml,2005,Japan,サボネア,entrambi,pokeball,5,no,no,,Yours,1,Yours,Sand Veil,Any Nature. Egg Received Date of Receiving PokéPark. Hatched at Location,Poison Sting / Leer / Absorb / Encore,,PokéPark,In-Life,Japan,18 March 2005,8 May 2005,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/332.shtml,2003,America,Cacturne,entrambi,pokeball,45,no,no,,PCNYa / PCNYb / PCNYc / PCNYd,4,00001-01000,Sand Veil,Any Nature. Date of Receiving Event. Met at Lv. 45,Ingrain / Feint Attack / Spikes / Needle Arm,,Pkmn Centre NY - Monster Week,In-Life,USA,18 October 2003,24 October 2003,"Ruby, Sapphire"
/events/dex/333.shtml,2016,Japan,チルット,entrambi,pokeball,1,no,no,11039,Yours,1,Yours,Cloud Nine,Any Nature. Egg Received Date of Receiving Pokémon Center. Hatched at Location,Peck / Growl / Hyper Voice,Classic Ribbon,Pokémon Center Hiroshima - Repeat Event,In-Life,Japan,1 April 2016,30 April 2016,"OmegaRuby, AlphaSapphire"
/events/dex/333.shtml,2015,Japan,チルット,entrambi,pokeball,1,no,no,11039,Yours,1,Yours,Cloud Nine,Any Nature. Egg Received Date of Receiving Pokémon Center. Hatched at Location,Peck / Growl / Hyper Voice,Classic Ribbon,Pokémon Center Mega Evolution Distribution,In-Life,Japan,17 January 2015,1 March 2015,"OmegaRuby, AlphaSapphire"
/events/dex/333.shtml,2012,Japan,チルット,entrambi,pokeball,1,si,no,9733,Yours,1,Yours,Natural Cure,Any Nature. Egg Received Date of Receiving Pokemon Center. Hatched at Location,Peck / Growl,,Pokémon Center - Year of the Dragon,In-Life,Japan,6 January 2012,5 February 2012,"Black, White"
/events/dex/333.shtml,2004,America,Swablu,entrambi,pokeball,5,no,no,,Yours,1,Yours,Natural Cure,Any Nature. Egg Received Date of Receiving Event. Hatched at Location,Peck / Growl / False Swipe,,Pokémon Box,In-Game,USA,12 July 2004,No End Date,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/333.shtml,2004,Europe,Swablu,entrambi,pokeball,5,no,no,,Yours,1,Yours,Natural Cure,Any Nature. Egg Received Date of Receiving Event. Hatched at Location,Peck / Growl / False Swipe,,Pokémon Box,In-Game,Europe,14 May 2004,No End Date,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/333.shtml,2004,Others,Swablu,entrambi,pokeball,5,no,no,,Yours,1,Yours,Natural Cure,Any Nature. Egg Received Date of Receiving Event. Hatched at Location,Peck / Growl / False Swipe,,Pokémon Box,In-Game,Australia,16 July 2004,No End Date,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/333.shtml,2003,Japan,チルット,entrambi,pokeball,5,no,no,,Yours,1,Yours,Natural Cure,Any Nature. Egg Received Date of Receiving Event. Hatched at Location,Peck / Growl / False Swipe,,Pokémon Box,In-Game,Japan,30 May 2003,No End Date,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/334.shtml,2016,Japan,チルタリス,entrambi,cherishball,100,no,no,11039,ポケセン,1,01016 01096 01166 01236 01306,Natural Cure,Modest Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 100,Hyper Voice / Fire Blast / Protect / Agility,Classic Ribbon,Pokémon Center - Mega Event Distribution,In-Life,Japan,1 January 2016,31 January 2016,"OmegaRuby, AlphaSapphire"
/events/dex/334.shtml,2011,Japan,チルタリス,maschio,,35,no,no,,Yours,1,Yours,Cloud Nine,Any Nature. Date of Receiving Entree Forest. Met at Lv. 35,Take Down / Natural Gift / Dragon Breath / False Swipe,,Pokémon National Pokédex Guide,Global Link,Japan,18 November 2011,30 November 2012,"Black, White"
/events/dex/334.shtml,2003,America,Altaria,entrambi,pokeball,45,no,no,,PCNYa / PCNYb / PCNYc / PCNYd,4,00001-01000,Natural Cure,Any Nature. Date of Receiving Event. Met at Lv. 45,Take Down / Dragon Breath / Dragon Dance / Refresh,,Pkmn Centre NY - Dragon Week,In-Life,USA,29 September 2003,3 October 2003,"Ruby, Sapphire"
/events/dex/334.shtml,2003,America,Altaria,entrambi,pokeball,45,no,no,,PCNYa / PCNYb / PCNYc / PCNYd,4,00001-01000,Natural Cure,Any Nature. Date of Receiving Event. Met at Lv. 45,Take Down / Dragon Breath / Dragon Dance / Refresh,,Pkmn Centre NY - Dragon Week,In-Life,USA,29 September 2003,3 October 2003,"Ruby, Sapphire"
/events/dex/335.shtml,2006,Japan,ザングース,maschio,pokeball,10,no,no,,トウキョー / オーサカ / ナゴヤ / フクオカ / ヨコハマ / サッポロ,6,60321,Immunity,Any Nature. Date of Receiving Event. Met at Lv. 10,Scratch / Leer / Quick Attack / Swords Dance,,Gotta Catch 'Em All Event 5,In-Life,Japan,21 March 2006,9 April 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/335.shtml,2003,America,Zangoose,entrambi,pokeball,18,no,no,,PCNYa / PCNYb / PCNYc / PCNYd,4,00001-01000,Immunity,Any Nature. Date of Receiving Event. Met at Lv. 18,Leer / Quick Attack / Swords Dance / Fury Cutter,,Pkmn Centre NY - Christmas,In-Life,USA,25 December 2003,25 December 2003,"Ruby, Sapphire"
/events/dex/336.shtml,2006,Japan,ハブネーク,maschio,pokeball,10,no,no,,トウキョー / オーサカ / ナゴヤ / フクオカ / ヨコハマ / サッポロ,6,60321,Shed Skin,Any Nature. Date of Receiving Event. Met at Lv. 10,Wrap / Lick / Bite,,Gotta Catch 'Em All Event 5,In-Life,Japan,21 March 2006,9 April 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/336.shtml,2004,America,Seviper,entrambi,pokeball,30,no,no,,PCNYc / PCNYd,2,000001-01000,Shed Skin,Any Nature. Date of Receiving Event. Met at Lv. 30,Poison Tail / Screech / Glare / Crunch,,Pkmn Centre NY,In-Life,USA,10 July 2004,10 July 2004,"Ruby, Sapphire"
/events/dex/336.shtml,2003,America,Seviper,entrambi,pokeball,18,no,no,,PCNYa / PCNYb / PCNYc / PCNYd,4,00001-01000,Shed Skin,Any Nature. Date of Receiving Event. Met at Lv. 18,Wrap / Lick / Bite / Poison Tail,,Pkmn Centre NY - Christmas,In-Life,USA,25 December 2003,25 December 2003,"Ruby, Sapphire"
/events/dex/337.shtml,2017,Japan,ルナトーン,,cherishball,30,no,no,10010,サクジ,1,170726,Levitate,Any Nature. Date of Receiving the Pokémon Daisuki Club. Apparently had a fateful encounter at Lv. 30,Cosmic Power / Hidden Power / Moonblast / Power Gem,Classic Ribbon,Pokémon Daisuki Club - Mystery File,Serial Code,Japan,26 July 2017,31 October 2017,Moon
/events/dex/337.shtml,2006,Japan,ルナトーン,,pokeball,10,no,no,,トウキョー / オーサカ / ナゴヤ / フクオカ / ヨコハマ / サッポロ,6,60321,Levitate,Any Nature. Date of Receiving Event. Met at Lv. 10,Tackle / Harden / Confusion,,Gotta Catch 'Em All Event 5,In-Life,Japan,21 March 2006,9 April 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/338.shtml,2017,Japan,ソルロック,,cherishball,30,no,no,10010,サクジ,1,170726,Levitate,Any Nature. Date of Receiving the Pokémon Daisuki Club. Apparently had a fateful encounter at Lv. 30,Cosmic Power / Hidden Power / Solar Beam / Stone Edge,Classic Ribbon,Pokémon Daisuki Club - Mystery File,Serial Code,Japan,26 July 2017,31 October 2017,Sun
/events/dex/338.shtml,2006,Japan,ソルロック,,pokeball,10,no,no,,トウキョー / オーサカ / ナゴヤ / フクオカ / ヨコハマ / サッポロ,6,60321,Levitate,Any Nature. Date of Receiving Event. Met at Lv. 10,Tackle / Harden / Confusion,,Gotta Catch 'Em All Event 5,In-Life,Japan,21 March 2006,9 April 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/340.shtml,2007,Japan,ナマズン,femmina,cherishball,51,no,no,,やまもと,1,03217,Oblivious,Gentle Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 51,Earthquake / Aqua Tail / Zen Headbutt / Giga Impact,,Pokémon Sunday,In-Life,Japan,21 March 2007,9 April 2007,"Diamond, Pearl"
/events/dex/341.shtml,2005,Japan,ヘイガニ,entrambi,pokeball,5,no,no,,Yours,1,Yours,Hyper Cutter or Shell Armor,Any Nature. Egg Received Date of Receiving PokéPark. Hatched at Location,Bubble / Water Sport,,PokéPark,In-Life,Japan,18 March 2005,8 May 2005,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/342.shtml,2003,America,Crawdaunt,entrambi,pokeball,100,no,no,,PCNYa / PCNYb / PCNYc / PCNYd,4,00001-01000,Hyper Cutter or Shell Armor,Any Nature. Date of Receiving Event. Met at Lv. 100,Taunt / Crabhammer / Swords Dance / Guillotine,,Pkmn Centre NY - Halloween,In-Life,USA,25 October 2003,31 October 2003,"Ruby, Sapphire"
/events/dex/342.shtml,2003,America,Crawdaunt,entrambi,pokeball,50,no,no,,PCNYa / PCNYb / PCNYc / PCNYd,4,00001-01000,Hyper Cutter or Shell Armor,Any Nature. Date of Receiving Event. Met at Lv. 50,Knock Off / Taunt / Crabhammer / Swords Dance,,Pkmn Centre NY - Halloween,In-Life,USA,25 October 2003,31 October 2003,"Ruby, Sapphire"
/events/dex/345.shtml,2012,Japan,リリーラ,maschio,cherishball,15,no,no,,キャンプ,1,07192,Suction Cups,Any Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 15,Recover / Rock Slide / Constrict / Acid,Classic Ribbon,Pokémon Adventure Camp,In-Life,Japan,21 July 2012,21 July 2012,"Black, White, Black 2, White 2"
/events/dex/347.shtml,2012,Japan,アノプス,maschio,cherishball,15,no,no,,キャンプ,1,07192,Battle Armor,Any Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 15,Harden / Mud Sport / Water Gun / Cross Poison,Classic Ribbon,Pokémon Adventure Camp,In-Life,Japan,21 July 2012,21 July 2012,"Black, White, Black 2, White 2"
/events/dex/350.shtml,2013,Japan,ミロカロス,maschio,cherishball,58,no,no,,ミクリ,1,09164,Marvel Scale,Lax Nature. Date of Receiving Pokémon League. Apparently had a fateful encounter at Lv. 58,Recover / Surf / Ice Beam / Toxic,Souvenir Ribbon,Pokémon Game Show - Wallace's Milotic,In-Life,Japan,17 August 2013,18 August 2013,"Black, White, Black 2, White 2"
/events/dex/350.shtml,2012,Japan,ミロカロス,entrambi,cherishball,50,no,no,,さが / こくら / ながさき / くまもと / させぼ / べっぷ / みやざき / かごしま,8,03172,Marvel Scale,Any Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 50,Recover / Hydro Pump / Ice Beam / Mirror Coat,Classic Ribbon,Kyushu Trains Event,In-Life,Japan,2 April 2012,22 April 2012,"Black, White"
/events/dex/350.shtml,2009,America,Milotic,maschio,cherishball,50,si,no,9733,VGC09,1,05099,Marvel Scale,Timid Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 50,Rain Dance / Recover / Hydro Pump / Icy Wind,Classic Ribbon,Video Game Championships,In-Life,USA,9 May 2009,13 June 2009,"Diamond, Pearl, Platinum"
/events/dex/350.shtml,2009,Europe,Milotic,maschio,cherishball,50,si,no,9733,VGC09,1,05309,Marvel Scale,Timid Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 50,Rain Dance / Recover / Hydro Pump / Icy Wind,Classic Ribbon,Video Game Championships,In-Life,France,20 June 2009,20 June 2009,"Diamond, Pearl, Platinum"
/events/dex/350.shtml,2009,Europe,Milotic,maschio,cherishball,50,si,no,9733,VGC09,1,05309,Marvel Scale,Timid Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 50,Rain Dance / Recover / Hydro Pump / Icy Wind,Classic Ribbon,Video Game Championships,In-Life,Germany,13 June 2009,13 June 2009,"Diamond, Pearl, Platinum"
/events/dex/350.shtml,2009,Europe,Milotic,maschio,cherishball,50,si,no,9733,VGC09,1,05309,Marvel Scale,Timid Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 50,Rain Dance / Recover / Hydro Pump / Icy Wind,Classic Ribbon,Video Game Championships,In-Life,England,30 May 2009,30 May 2009,"Diamond, Pearl, Platinum"
/events/dex/350.shtml,2008,Japan,ミロカロス,maschio,cherishball,50,si,no,9733,WCS,1,10128,Marvel Scale,Timid Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 50,Rain Dance / Recover / Hydro Pump / Icy Wind,Classic Ribbon,World Championship,In-Life,Japan,12 October 2008,25 January 2009,Platinum
/events/dex/350.shtml,2007,Japan,ミロカロス,femmina,cherishball,50,no,no,,さいきょう,1,12157,Marvel Scale,Bold Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 50,Recover / Rain Dance / Ice Beam / Hydro Pump,,Strongest Pokémon - 3rd,In-Life,Japan,15 December 2007,15 January 2008,"Diamond, Pearl"
/events/dex/350.shtml,2003,America,Milotic,entrambi,pokeball,35,no,no,,PCNYa / PCNYb / PCNYc / PCNYd,4,00001-01000,Marvel Scale or Competitive,Any Nature. Date of Receiving Event. Met at Lv. 35,Water Pulse / Twister / Recover / Rain Dance,,Pkmn Centre NY - Christmas,In-Life,USA,25 December 2003,25 December 2003,"Ruby, Sapphire"
/events/dex/353.shtml,2003,America,Shuppet,entrambi,pokeball,45,no,no,,PCNYa / PCNYb / PCNYc / PCNYd,4,00001-01000,Insomnia or Frisk,Any Nature. Date of Receiving Event. Met at Lv. 45,Spite / Will-o-wisp / Feint Attack / Shadow Ball,,Pkmn Centre NY - Monster Week,In-Life,USA,18 October 2003,24 October 2003,"Ruby, Sapphire"
/events/dex/354.shtml,2011,America,Banette,femmina,,37,no,no,,Yours,1,Yours,Cursed Body,Any Nature. Date of Receiving Entree Forest. Met at Lv. 37,Feint Attack / Hex / Shadow Ball / Cotton Guard,,Nintendo Power Gift - Halloween,Global Link,USA,15 September 2011,1 March 2012,"Black, White"
/events/dex/354.shtml,2011,Japan,ジュペッタ,femmina,,37,no,no,,Yours,1,Yours,Cursed Body,Any Nature. Date of Receiving Entree Forest. Met at Lv. 37,Feint Attack / Hex / Shadow Ball / Cotton Guard,,Weekly Famitsu Gift - Halloween,Global Link,Japan,28 September 2011,31 October 2011,"Black, White"
/events/dex/354.shtml,2011,Europe,Banette,femmina,,37,no,no,,Yours,1,Yours,Cursed Body,Any Nature. Date of Receiving Entree Forest. Met at Lv. 37,Feint Attack / Hex / Shadow Ball / Cotton Guard,,Online Gifts,Global Link,Europe,13 September 2011,7 December 2011,"Black, White"
/events/dex/355.shtml,2003,America,Duskull,entrambi,pokeball,45,no,no,,PCNYa / PCNYb / PCNYc / PCNYd,4,00001-01000,Levitate,Any Nature. Date of Receiving Event. Met at Lv. 45,Pursuit / Curse / Will-o-wisp / Mean Look,,Pkmn Centre NY - Monster Week,In-Life,USA,18 October 2003,24 October 2003,"Ruby, Sapphire"
/events/dex/357.shtml,2007,Japan,トロピウス,femmina,cherishball,53,no,no,,しょこたん,1,02027,Chlorophyll,Jolly Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 53,Air Slash / Synthesis / Sunny Day / Solar Beam,,Pokémon Sunday,In-Life,Japan,2 February 2007,12 February 2007,"Diamond, Pearl, Platinum"
/events/dex/358.shtml,2006,Japan,チリーン,maschio,pokeball,10,no,no,,トウキョー / オーサカ / ナゴヤ / フクオカ / ヨコハマ / サッポロ,6,60321,Levitate,Any Nature. Date of Receiving Event. Met at Lv. 10,Wrap / Growl / Astonish,,Gotta Catch 'Em All Event 5,In-Life,Japan,21 March 2006,9 April 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/359.shtml,2006,America,Absol,entrambi,pokeball,70,no,no,,10 ANIV,1,06808,Pressure,Any Nature. Date of Receiving Event. Met at Lv. 70,Double Team / Slash / Future Sight / Perish Song,,Bryant Park,In-Life,USA,8 August 2006,8 August 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/359.shtml,2006,America,Absol,entrambi,pokeball,70,no,no,,10 ANIV,1,00010,Pressure,Any Nature. Date of Receiving Event. Met at Lv. 70,Double Team / Slash / Future Sight / Perish Song,,10th Anniversary,In-Life,USA,25 February 2006,23 July 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/359.shtml,2004,America,Absol,entrambi,pokeball,35,no,no,,PCNYc / PCNYd,2,000001-01000,Pressure,Any Nature. Date of Receiving Event. Met at Lv. 35,Razor Wind / Bite / Swords Dance / Spite,,Pkmn Centre NY,In-Life,USA,10 July 2004,10 July 2004,"Ruby, Sapphire"
/events/dex/359.shtml,2003,Japan,アブソル,entrambi,pokeball,5,no,no,,Yours,1,Yours,Pressure,Any Nature. Egg Received Date of Receiving Event. Hatched at Location,Scratch / Leer / Wish,,Pokémon Center 5th Anniv.,In-Life,Japan,25 April 2003,18 May 2003,"Ruby, Sapphire"
/events/dex/359.shtml,2003,Japan,アブソル,entrambi,pokeball,5,no,no,,Yours,1,Yours,Pressure,Any Nature. Egg Received Date of Receiving Event. Hatched at Location,Scratch / Leer / Spite,,Pokémon Center 5th Anniv.,In-Life,Japan,25 April 2003,18 May 2003,"Ruby, Sapphire"
/events/dex/360.shtml,2005,Japan,ソーナノ,entrambi,pokeball,5,no,no,,Yours,1,Yours,Shadow Tag,Any Nature. Egg Received Date of Receiving PokéPark. Hatched at Location,Splash / Charm / Encore / Tickle,,PokéPark,In-Life,Japan,18 March 2005,8 May 2005,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/360.shtml,2004,America,Wynaut,entrambi,pokeball,5,no,no,,PCNYd,1,00000-65535,Shadow Tag,Any Nature. Date of Receiving Event. Met at Lv. 5,Splash / Charm / Encore,,Pokémon Center New York - Baby & Trade Week,In-Life,USA,31 July 2004,6 August 2004,"FireRed, LeafGreen"
/events/dex/365.shtml,2012,Japan,トドゼルガ,entrambi,cherishball,50,no,no,,さが / こくら / ながさき / くまもと / させぼ / べっぷ / みやざき / かごしま,8,03172,Thick Fat,Any Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 50,Ice Beam / Surf / Hail / Sheer Cold,Classic Ribbon,Kyushu Trains Event,In-Life,Japan,2 April 2012,22 April 2012,"Black, White"
/events/dex/367.shtml,2004,America,Huntail,entrambi,pokeball,20,no,no,,PCNYd,1,00000-65535,Swift Swim,Any Nature. Date of Receiving Event. Met at Lv. 20,Whirlpool / Bite / Screech,,Pokémon Center New York - Baby & Trade Week,In-Life,USA,31 July 2004,6 August 2004,"FireRed, LeafGreen"
/events/dex/368.shtml,2004,America,Gorebyss,entrambi,pokeball,20,no,no,,PCNYd,1,00000-65535,Swift Swim,Any Nature. Date of Receiving Event. Met at Lv. 20,Whirlpool / Confusion / Agility,,Pokémon Center New York - Baby & Trade Week,In-Life,USA,31 July 2004,6 August 2004,"FireRed, LeafGreen"
/events/dex/371.shtml,2016,Japan,タツベイ,entrambi,pokeball,1,no,no,11039,Yours,1,Yours,Rock Head,Any Nature. Egg Received Date of Receiving Pokémon Center. Hatched at Location,Rage / Thrash,Classic Ribbon,Pokémon Center Hiroshima - Repeat Event,In-Life,Japan,1 April 2016,30 April 2016,"OmegaRuby, AlphaSapphire"
/events/dex/371.shtml,2015,Japan,タツベイ,entrambi,pokeball,1,no,no,11039,Yours,1,Yours,Rock Head,Any Nature. Egg Received Date of Receiving Pokémon Center. Hatched at Location,Rage / Thrash,Classic Ribbon,Pokémon Center Mega Evolution Distribution,In-Life,Japan,17 January 2015,1 March 2015,"OmegaRuby, AlphaSapphire"
/events/dex/371.shtml,2012,Japan,タツベイ,entrambi,pokeball,1,si,no,9733,Yours,1,Yours,Rock Head,Any Nature. Egg Received Date of Receiving Pokemon Center. Hatched at Location,Rage,,Pokémon Center - Year of the Dragon,In-Life,Japan,6 January 2012,5 February 2012,"Black, White"
/events/dex/371.shtml,2003,Japan,タツベイ,entrambi,pokeball,5,no,no,,Yours,1,Yours,Rock Head,Any Nature. Egg Received Date of Receiving Event. Hatched at Location,Rage / Bite / Wish,,Pokémon Center 5th Anniv.,In-Life,Japan,25 April 2003,18 May 2003,"Ruby, Sapphire"
/events/dex/371.shtml,2003,Japan,タツベイ,entrambi,pokeball,5,no,no,,Yours,1,Yours,Rock Head,Any Nature. Egg Received Date of Receiving Event. Hatched at Location,Rage / Bite / Iron Defense,,Pokémon Center 5th Anniv.,In-Life,Japan,25 April 2003,18 May 2003,"Ruby, Sapphire"
/events/dex/373.shtml,2012,Japan,ボーマンダ,entrambi,cherishball,50,no,no,,さが / こくら / ながさき / くまもと / させぼ / べっぷ / みやざき / かごしま,8,03172,Intimidate,Any Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 50,Dragon Dance / Dragon Claw / Outrage / Aerial Ace,Classic Ribbon,Kyushu Trains Event,In-Life,Japan,23 April 2012,6 May 2012,"Black, White"
/events/dex/373.shtml,2008,Japan,ボーマンダ,maschio,cherishball,50,no,no,,さいきょう,1,02158,Intimidate,Naughty Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 50,Hydro Pump / Stone Edge / Fire Blast / Dragon Claw,,Strongest Pokémon - 5th,In-Life,Japan,15 February 2008,14 March 2008,"Diamond, Pearl"
/events/dex/373.shtml,2003,America,Salamence,entrambi,pokeball,50,no,no,,PCNYa / PCNYb / PCNYc / PCNYd,4,00001-01000,Intimidate,Any Nature. Date of Receiving Event. Met at Lv. 50,Protect / Dragon Breath / Scary Face / Fly,,Pkmn Centre NY - Dragon Week,In-Life,USA,29 September 2003,3 October 2003,"Ruby, Sapphire"
/events/dex/373.shtml,2003,America,Salamence,entrambi,pokeball,50,no,no,,PCNYa / PCNYb / PCNYc / PCNYd,4,00001-01000,Intimidate,Any Nature. Date of Receiving Event. Met at Lv. 50,Protect / Dragon Breath / Scary Face / Fly,,Pkmn Centre NY - Dragon Week,In-Life,USA,29 September 2003,3 October 2003,"Ruby, Sapphire"
/events/dex/374.shtml,2014,America,Beldum,,cherishball,5,si,no,11039 9733,Steven,1,11214,Clear Body,Any Nature. Date of Receiving An online present. Apparently had a fateful encounter at Lv. 5,Hold Back / Iron Head / Zen Headbutt / Iron Defense,Classic Ribbon,Pokémon ORAS - Early Purchaser Distribution,Wi-Fi,North America,21 November 2014,14 January 2015,"OmegaRuby, AlphaSapphire"
