dex,nome,sesso,gmax,forma,regione,commento
550,Basculin,,,Hisuian White-Striped Form,Hisui,
570,Zorua,,,Hisuian Form,Hisui,
571,Zoroark,,,Hisuian Form,Hisui,
628,Braviary,,,Hisuian Form,Hisui (or Unova),
705,Sliggoo,,,Hisuian Form,Hisui (or Kalos),
706,Goodra,,,Hisuian Form,Hisui (or Kalos),
713,Avalugg,,,Hisuian Form,Hisui (or Kalos),
724,Decidueye,,,Hisuian Form,Hisui (or Alola),
906,Sprigatito,,,,Paldea,
907,Floragato,,,,Paldea,
908,Meowscarada,,,,Paldea,
909,Fuecoco,,,,Paldea,
910,Crocalor,,,,Paldea,
911,Skeledirge,,,,Paldea,
912,Quaxly,,,,Paldea,
913,Quaxwell,,,,Paldea,
914,Quaquaval,,,,Paldea,
915,Lechonk,,,,Paldea,
916,Oinkologne,♂,,,Paldea,
916,Oinkologne,♀,,,Paldea,
917,Tarountula,,,,Paldea,
918,Spidops,,,,Paldea,
919,Nymble,,,,Paldea,
920,Lokix,,,,Paldea,
921,Pawmi,,,,Paldea,
922,Pawmo,,,,Paldea,
923,Pawmot,,,,Paldea,
924,Tandemaus,,,,Paldea,
925,Maushold,,,Family of Three,Paldea,
925,Maushold,,,Family of Four,Paldea,
926,Fidough,,,,Paldea,
927,Dachsbun,,,,Paldea,
928,Smoliv,,,,Paldea,
929,Dolliv,,,,Paldea,
930,Arboliva,,,,Paldea,
931,Squawkabilly,,,Green Form,Paldea,
931,Squawkabilly,,,Blue Form,Paldea,
931,Squawkabilly,,,Yellow Form,Paldea,
931,Squawkabilly,,,White Form,Paldea,
932,Nacli,,,,Paldea,
933,Naclstack,,,,Paldea,
934,Garganacl,,,,Paldea,
935,Charcadet,,,,Paldea,
936,Armarouge,,,,Paldea,
937,Ceruledge,,,,Paldea,
938,Tadbulb,,,,Paldea,
939,Bellibolt,,,,Paldea,
940,Wattrel,,,,Paldea,
941,Kilowattrel,,,,Paldea,
942,Maschiff,,,,Paldea,
943,Mabosstiff,,,,Paldea,
944,Shroodle,,,,Paldea,
945,Grafaiai,,,,Paldea,
946,Bramblin,,,,Paldea,
947,Brambleghast,,,,Paldea,
948,Toedscool,,,,Paldea,
949,Toedscruel,,,,Paldea,
950,Klawf,,,,Paldea,
951,Capsakid,,,,Paldea,
952,Scovillain,,,,Paldea,
953,Rellor,,,,Paldea,
954,Rabsca,,,,Paldea,
955,Flittle,,,,Paldea,
956,Espathra,,,,Paldea,
957,Tinkatink,,,,Paldea,
958,Tinkatuff,,,,Paldea,
959,Tinkaton,,,,Paldea,
960,Wiglett,,,,Paldea,
961,Wugtrio,,,,Paldea,
962,Bombirdier,,,,Paldea,
963,Finizen,,,,Paldea,
964,Palafin,,,,Paldea,
965,Varoom,,,,Paldea,
966,Revavroom,,,,Paldea,
967,Cyclizar,,,,Paldea,
968,Orthworm,,,,Paldea,
969,Glimmet,,,,Paldea,
970,Glimmora,,,,Paldea,
971,Greavard,,,,Paldea,
972,Houndstone,,,,Paldea,
973,Flamigo,,,,Paldea,
974,Cetoddle,,,,Paldea,
975,Cetitan,,,,Paldea,
976,Veluza,,,,Paldea,
977,Dondozo,,,,Paldea,
978,Tatsugiri,,,Curly Form,Paldea,
978,Tatsugiri,,,Droopy Form,Paldea,
978,Tatsugiri,,,Stretchy Form,Paldea,
979,Annihilape,,,,Paldea (or Kanto),
980,Clodsire,,,,Paldea,
981,Farigiraf,,,,Paldea (or Johto),
982,Dudunsparce,,,Two-Segment Form,Paldea (or Johto),
982,Dudunsparce,,,Three-Segment Form,Paldea (or Johto),
983,Kingambit,,,,Paldea (or Unova),
984,Great Tusk,,,,Paldea,
985,Scream Tail,,,,Paldea,
986,Brute Bonnet,,,,Paldea,
987,Flutter Mane,,,,Paldea,
988,Slither Wing,,,,Paldea,
989,Sandy Shocks,,,,Paldea,
990,Iron Treads,,,,Paldea,
991,Iron Bundle,,,,Paldea,
992,Iron Hands,,,,Paldea,
993,Iron Jugulis,,,,Paldea,
994,Iron Moth,,,,Paldea,
995,Iron Thorns,,,,Paldea,
996,Frigibax,,,,Paldea,
997,Arctibax,,,,Paldea,
998,Baxcalibur,,,,Paldea,
999,Gimmighoul,,,Chest Form,Paldea,
999,Gimmighoul,,,Roaming Form,Pokémon Go,Currently only obtainable through HOME connectivity with Pokémon Go
1000,Gholdengo,,,,Paldea,
1001,Wo-Chien,,,,Paldea,
1002,Chien-Pao,,,,Paldea,
1003,Ting-Lu,,,,Paldea,
1004,Chi-Yu,,,,Paldea,
1005,Roaring Moon,,,,Paldea,
1006,Iron Valiant,,,,Paldea,
1007,Koraidon,,,,Paldea,
1008,Miraidon,,,,Paldea,
1009,Walking Wake,,,,Paldea,Currently event exclusive to Tera Raid Events in SV
1010,Iron Leaves,,,,Paldea,Currently event exclusive to Tera Raid Events in SV
1011,Dipplin,,,,Paldea (or Galar),
1012,Poltchageist,,,Counterfeit Form,Paldea,
1012,Poltchageist,,,Artisan Form,Paldea,
1013,Sinistcha,,,Counterfeit Form,Paldea,
1013,Sinistcha,,,Artisan Form,Paldea,
1014,Okidogi,,,,Paldea,
1015,Munkidori,,,,Paldea,
1016,Fezandipiti,,,,Paldea,
1017,Ogerpon,,,,Paldea,
1018,Archaludon,,,,Paldea (or Galar),
1019,Hydrapple,,,,Paldea (or Galar),
1020,Gouging Fire,,,,Paldea,
1021,Raging Bolt,,,,Paldea,
1022,Iron Boulder,,,,Paldea,
1023,Iron Crown,,,,Paldea,
1024,Terapagos,,,,Paldea,
1025,Pecharunt,,,,Paldea,"Currently event exclusive; available in SV at this point by receiving an item through mystery gift, although it is currently uncertain how long this mystery gift will be available"
128,Tauros,,,"Paldean Form, Combat Breed",Paldea,
128,Tauros,,,"Paldean Form, Blaze Breed",Paldea,
128,Tauros,,,"Paldean Form, Aqua Breed",Paldea,
194,Wooper,,,Paldean Form,Paldea,
